Id,OrderAt,StoreId,UserId
7abcab10-db6a-4c37-88de-2dc532d9892e,31,7a12dcbd-0716-48eb-b1a0-f73579f5270e,05394b32-2bae-4565-ba91-24c6422732f0
6485b2e2-89e1-4529-bd5c-ccaefe6121a3,16,22f83588-1646-4ac7-827a-96cdc7dbcf69,76ae6a16-2fca-4dd2-8e1e-0545a50cd758
e2f32387-2562-457f-bb34-9d4e42ae5302,18,4180cee7-caa4-454c-a430-cda2dda63e2a,3cad83c8-314d-480a-b944-6330e337b8b9
67f4ae19-f4dd-4731-864d-033d13bb3fab,20,7a12dcbd-0716-48eb-b1a0-f73579f5270e,610d843a-0d8a-400f-9e84-4e202a48a9ec
4c723d23-e264-4122-9661-fae457f3d4aa,31,e5cdca4b-6547-4409-aa9b-8b1554516b85,ee1b27e8-356e-47f9-a991-a799d01adb70
f42deff7-b0a6-4b15-8d17-7d1d26659617,24,5ade1412-a888-4e28-8197-f40f82238c51,7223f50f-2187-4f2e-815d-87acb4484bde
69071396-f59e-488f-8ada-64e4b9494e6b,26,d3fda5a8-5959-4e72-863d-5e4cbdbda372,9284e80c-e219-485e-919b-4064e6a43b9e
56dd4692-abdc-4cea-acbc-4e77398c1870,20,40029898-7948-4586-98ad-f08852330ee3,03ff8ac9-2d8e-4f71-bd15-ba6ae8c0af29
f0d38543-e46c-4b1c-962d-90eb585b92f9,19,af0b58c2-8072-4e0d-8d16-37ddfc159f32,2ff4e74e-c612-4398-acfc-51d07a4d7b7e
6e00ae0c-5c22-4625-9490-22d4d4d32780,15,81a8f16b-d6a8-4ee4-b318-025238aa3284,a8bcc8cb-f4d4-4d59-bbb0-e783cedb9e2c
53b20828-e7f2-4690-908d-34ae41aa80ec,20,22f83588-1646-4ac7-827a-96cdc7dbcf69,fea33038-4228-4326-8d03-1b0a6ac0fef6
cb60a5e8-2370-41cf-8471-4028f2c3aa59,31,25243ef2-46f0-47bb-aae0-41948e379b79,3ac84d04-c2cd-4fd8-9204-c7190c8e40a5
0f04d612-6e66-4bf8-9d25-6e010c412eb7,16,d6b7eb2b-77fe-48f8-b3d9-184d71728dc9,dec39a47-fb4d-455a-b048-f962599ff62e
55b62cde-3a9e-4b6b-86e5-1c0e7bcbbf59,10,224d898d-f15c-4295-ae5c-dcfecc7fa6a0,d0884feb-7a90-4e26-9275-0d05758abdcd
af8bbd72-3165-44e5-8e1d-fc5533c6a1ea,23,236810a9-6026-4fba-8a31-e4f21992a9e8,9f205201-45d2-487f-a823-0be15dc82717
3a429599-6d77-4c7f-b680-c01951e65953,31,224d898d-f15c-4295-ae5c-dcfecc7fa6a0,931e9d19-c3d2-4dca-b81d-02879c1daff1
9a7396e5-604a-48fd-8e4c-a1a44246422e,22,1d7f338c-ba7a-4931-8536-51bbb23259aa,d41d69e9-3b4f-41e6-ab1f-f4ec0c9e6c4b
5b7bc761-1f88-4b4d-8c65-7f0ababf5e58,5,f628c40e-3a34-48b1-864f-c29f4ed82794,f851351d-8141-417c-9895-53ec89a21624
4a0710eb-d143-4541-87ff-3336d011b456,29,f266b925-4517-4d02-9a12-bffb8a7024fb,42a9e870-c612-4f8a-a9a8-3e3b3cfc8d54
ed9f754e-ecc7-4e9d-89c0-1ae86a9a05ec,17,89c93643-8782-4361-9a44-60cd3d23225f,e6058acb-ce23-4662-bb05-5ca6d1f83335
6e61bfa4-694c-4a29-894c-11b2ddab37f5,6,28c5e644-2bfc-4a9c-b1f3-29701a138d7b,f28f8782-dc8e-4ad2-ab69-cfd52c3fe10f
ef421bd7-73bb-4eac-9c17-27d950edd9ca,24,b9b248b1-8ada-47ad-a41e-5f14eaf1b4dd,39caf39e-52ba-4ce1-aba6-ef4ab4e94151
81f6cef4-54e7-40b4-b209-bbbb8a85548d,25,22af7e55-e315-4355-a401-3205f5812c8b,884cb2eb-640c-4a0c-a0e1-8e07f99acecc
4d3e3756-f7cc-4bec-b930-ed290075cffe,19,4180cee7-caa4-454c-a430-cda2dda63e2a,1b46f71b-2f9c-44a2-900b-8cd5f5e61412
291b42be-af4b-48f9-b156-d924b2b35000,30,b2426467-a003-49fd-9dd5-c6c46d376adb,88edcaba-4a63-40bb-b1da-afa18fd7e1ec
6ca73420-b11d-43c6-a0c5-d41d3fc7eb68,28,22af7e55-e315-4355-a401-3205f5812c8b,88edcaba-4a63-40bb-b1da-afa18fd7e1ec
d084d9a5-4f5f-4ae9-a7ba-e186d5ab63f1,15,9db0e16b-7871-4fc4-979b-416207f71840,acac4e33-412c-4c66-96f4-c460627ca5cc
fc75213f-83fe-4165-81fa-4aea64e67e27,3,c7f466d2-19da-48f4-8183-23e8b5b59aa4,7e214910-b073-468a-94e9-6578c5ee5fc8
5530d9ad-5a2e-471a-87f6-cc279cd92dee,16,81a8f16b-d6a8-4ee4-b318-025238aa3284,20bec072-3973-4d0b-bdb1-a5720492b73a
69154762-52f1-4beb-a8ad-55270595f2a5,7,18ba1081-c28e-4109-b1a6-39f4943f4c54,6c1cda94-22b7-404c-b69c-754846e29c4f
4deef61d-d1b2-4903-9419-0f1721c1320d,4,5d6b307d-34e8-4ad1-9e94-3378ea6b4bfe,492a98f0-6e77-4f1f-b577-9f3c315cbca3
01942317-3505-453a-8c55-dd62613c57d1,17,0255310a-48b4-4f9c-b390-114f66fcaef0,a7bbf0a8-8bb5-42cd-8049-9ad38e2227b1
a6269591-5992-411c-841a-8fbf21def205,26,931c9cb0-bd64-4a4b-9b38-439a97304878,15041036-f632-4dcd-acb9-9ccde10f42f7
05d328bc-b8a6-4b37-8033-9bf5f9e04f21,26,68963dc8-a0c2-4f67-9fb2-7480e81ab61b,76ae6a16-2fca-4dd2-8e1e-0545a50cd758
e100db99-1ead-4d9e-a9f4-7db72b734b7b,18,8bd7b462-a32d-41cf-b653-b786b028dea7,4cf65580-d50b-4a14-af78-c0fc5d763328
ad60802f-664a-495b-8909-be952dbc569f,5,7a12dcbd-0716-48eb-b1a0-f73579f5270e,89326ea0-f1f5-4e28-a8cc-06a112152188
31baa85a-5a48-4c16-b57a-842bff8a2a60,26,d7c44d31-64a2-4158-80a3-092b6a4f138e,396f5adb-74f6-4783-87d8-3b5b9fdf456e
fe87920a-167e-413f-908c-dbf7c7144cc7,26,40029898-7948-4586-98ad-f08852330ee3,e4505d1d-74d0-4f45-b2fa-d0a37e7b542c
5d0687a4-a4e6-451e-a1f6-80d0e732e571,3,7994d6fe-75c8-4959-8345-1c3924bde54a,5127cbde-6539-483e-b884-4a9c08bfe3bd
cafd0acb-14be-4529-be33-87a39de4b6be,20,28c5e644-2bfc-4a9c-b1f3-29701a138d7b,2ff4e74e-c612-4398-acfc-51d07a4d7b7e
88ce7cc6-5c34-4643-a1cf-9b93376b607f,29,7c15c9a3-ef7b-4a13-a708-a13d1a036c6c,8716cd51-32f4-4a33-974f-5f7aa91adad4
08fb92eb-25f2-4e79-837d-f075b187d235,9,d3fda5a8-5959-4e72-863d-5e4cbdbda372,1b46f71b-2f9c-44a2-900b-8cd5f5e61412
e4bf84dd-8591-451e-9235-9f88a88d4afd,19,70cc5870-8113-43b8-a025-987eab7c5a85,3b32bc67-21c9-455e-b216-e78747b0d1f6
b4a2322b-16e1-43ee-aa8d-75dbb232d43b,13,7c15c9a3-ef7b-4a13-a708-a13d1a036c6c,0dd1bfb4-5756-43be-878f-bf9c4d22b648
60550fd6-1454-49e8-8fc7-289191ccf262,18,5017a67d-c064-4773-9f66-fa93273dce1d,8716cd51-32f4-4a33-974f-5f7aa91adad4
